IP_Address,Declared_Latitude,Real_Latitude,Declared_Longitude,Real_Longitude,Real_Country,Is_Match,Distance_km
223.182.16.227,17.459459459459,17.384,78.367173080187,78.4564,IN,True,12.633849387526713
157.37.143.13,28.36036036036,28.6519,77.315661230738,77.2315,IN,True,33.34461835185269
152.58.131.206,26.774774774774,26.4652,83.552768434396,80.3498,IN,False,
152.57.232.64,19.243243243243,18.5196,74.00890743407,73.8554,IN,False,
152.58.68.220,29.243243243243,27.1833,77.766975083481,78.0167,IN,False,
157.44.150.150,9.3333333333333,9.5705,76.654426807357,76.3276,IN,True,44.455556047740224
152.58.197.131,15.549549549549,17.384,77.933527330318,78.4564,IN,False,
157.34.55.158,21.225225225225,22.7179,81.627320091928,75.8333,IN,False,
103.91.99.136,23.117117117117,23.1189,83.222993599927,83.1954,IN,True,2.8333885977621205
157.34.97.144,22.396396396396,19.2311,82.746038242903,82.5483,IN,False,
157.48.216.151,13.603603603603,17.384,79.936207310772,78.4564,IN,False,
106.216.228.160,12.792792792792,12.9719,74.867427049338,77.5937,IN,False,
157.35.67.162,26.126126126126,25.5941,85.371301200913,85.1356,IN,False,
42.111.100.3,19.099099099099,19.0728,72.895483504633,72.8826,IN,True,3.2113784328068
152.58.199.163,12.144144144144,11.0055,78.089881143397,76.9661,IN,False,
106.193.37.177,17.207207207207,12.2979,76.297888028745,76.6393,IN,False,
106.198.33.165,10.576576576576,13.0878,77.258532154612,80.2785,IN,False,
103.67.17.33,28.684684684684,28.6654,77.369026542367,77.4391,IN,True,7.174866826293083
223.238.220.141,25.333333333333,26.2684,72.842861184073,73.0059,IN,False,
152.58.71.0,27.117117117117,26.9196,75.831102766876,75.7878,IN,True,22.30355361027122
106.193.201.138,19.225225225225,18.5196,73.046677264305,73.8554,IN,False,
106.195.46.157,11.099099099099,11.0055,77.320092779106,76.9661,IN,True,40.0418459464139
106.217.41.40,14.216216216216,12.9719,76.412125988351,77.5937,IN,False,
106.196.20.251,13.351351351351,12.9719,77.111164459661,77.5937,IN,False,
49.15.240.81,29.099099099099,28.98,78.462048531063,77.7064,IN,False,
152.58.60.46,22.594594594594,23.0258,71.194130701623,72.5873,IN,False,
42.111.144.4,13.063063063063,13.0878,80.109109140315,80.2785,IN,True,18.57348133496014
152.58.68.99,27.441441441441,27.1833,78.103321822662,78.0167,IN,True,29.861554385587446
104.28.201.232,27.135135135135,26.9196,77.483285565866,75.7878,IN,False,
136.185.225.37,17.441441441441,17.384,78.359426532815,78.4564,IN,True,12.106835439144565
27.63.234.85,10.828828828828,10.0577,76.203820161273,76.4727,IN,False,
106.221.212.12,19.081081081081,18.5196,74.736907477526,73.8554,IN,False,
122.176.51.72,28.576576576576,28.58,77.309891152731,77.33,IN,True,2.0035372184829625
152.58.196.13,18.0,17.384,79.551169001378,78.4564,IN,False,
152.59.92.204,29.657657657657,28.6519,76.986304866738,77.2315,IN,False,
152.58.214.186,12.72072072072,11.0055,78.632745491744,76.9661,IN,False,
152.58.214.250,11.567567567567,11.0055,76.269844132619,76.9661,IN,False,
223.187.45.214,16.504504504504,16.5074,80.61900986626,80.6466,IN,True,2.962924537534961
157.39.70.118,30.846846846846,30.912,75.951190687925,75.8538,IN,True,11.785888789095102
152.59.64.235,28.954954954954,28.6519,77.693641613186,77.2315,IN,False,
106.210.36.152,28.666666666666,28.6519,77.129834437706,77.2315,IN,True,10.072340930688156
157.47.52.213,17.207207207207,17.384,82.013156279105,78.4564,IN,False,
157.38.50.233,28.108108108108,26.9196,76.826690004888,75.7878,IN,False,
152.58.197.138,17.387387387387,17.384,78.562811579164,78.4564,IN,True,11.314104863040834
103.149.158.56,8.5945945945945,10.4138,77.0271396494,76.2606,IN,False,
117.96.20.28,26.648648648648,25.5941,84.911750257401,85.1356,IN,False,
157.39.192.180,31.297297297297,30.912,75.637087289254,75.8538,IN,True,47.45826514295644
106.205.45.172,26.63063063063,26.8393,79.87943663544,80.9231,IN,False,
157.45.38.226,13.009009009009,12.9719,77.743047780365,77.5937,IN,True,16.714593927779706
106.216.250.237,19.873873873873,19.0728,75.659168238583,72.8826,IN,False,
157.45.63.250,12.972972972972,12.9719,77.54686855369,77.5937,IN,True,5.082444485806395
110.225.60.85,13.351351351351,12.9719,74.759310980704,77.5937,IN,False,
152.58.151.108,22.036036036036,20.2724,85.371703406226,85.8338,IN,False,
157.51.192.86,11.657657657657,11.7338,78.134244007508,78.9592,IN,False,
171.60.207.40,22.612612612612,22.5626,88.418760884607,88.363,IN,True,7.971903981682634
49.34.174.29,23.369369369369,23.0258,73.546791275239,72.5873,IN,False,
223.233.51.90,27.189189189189,23.5158,88.51996422321,87.308,IN,False,
157.34.86.219,22.612612612612,22.7179,80.377142896868,75.8333,IN,False,
152.57.208.70,19.837837837837,18.5196,75.220582061551,73.8554,IN,False,
132.154.11.199,29.927927927927,28.6519,78.067699147383,77.2315,IN,False,
106.221.200.106,12.936936936936,12.9719,74.873481405204,77.5937,IN,False,
152.58.79.235,30.054054054054,30.912,74.752995703695,75.8538,IN,False,
223.237.19.192,17.567567567567,23.5158,77.714567552657,87.308,IN,False,
152.59.7.155,18.378378378378,19.0728,76.629187842931,72.8826,IN,False,
110.235.236.253,17.441441441441,17.384,78.434971894621,78.4564,IN,True,6.75265160792523
157.49.67.23,9.2432432432432,9.919,77.91257103959,78.1195,IN,False,
223.187.124.0,11.441441441441,11.1154,77.761496189362,77.3546,IN,False,
152.58.213.167,10.36036036036,11.0055,77.992297294777,76.9661,IN,False,
42.105.141.221,22.576576576576,22.5626,88.356594779021,88.363,IN,True,1.682093158783549
106.195.104.26,29.981981981981,29.321,77.527709886407,77.271,IN,False,
152.58.145.208,26.738738738738,26.1844,94.219254860918,91.7458,IN,False,
157.51.125.130,12.756756756756,13.0878,77.812595639614,80.2785,IN,False,
117.98.110.37,33.261261261261,32.7353,75.051877263946,74.8617,IN,False,
202.78.232.231,22.684684684684,22.7215,88.387066008559,88.482,IN,True,10.57177400068377
132.154.8.233,28.864864864864,28.6519,78.202281418584,77.2315,IN,False,
106.222.45.230,23.027027027027,23.0258,72.59516139971,72.5873,IN,True,0.8171908362731449
106.211.195.122,12.828828828828,13.0878,79.701233265732,80.2785,IN,False,
106.216.253.7,18.144144144144,19.0728,74.572922481379,72.8826,IN,False,
103.98.189.160,28.594594594594,28.6092,76.974282596761,76.9798,IN,True,1.7062935644371784
157.45.209.174,13.009009009009,12.9719,77.613599318314,77.5937,IN,True,4.63840909506634
103.116.142.79,19.081081081081,19.0728,72.830353715344,72.8826,IN,True,5.574466354115888
49.35.188.227,22.522522522522,23.0743,76.38447658325,78.5111,IN,False,
152.58.189.71,23.657657657657,25.5941,86.061489035277,85.1356,IN,False,
157.49.132.218,11.837837837837,11.6538,77.964444189888,78.1554,IN,True,29.115628584963584
110.225.33.84,13.981981981981,12.9719,77.410658980187,77.5937,IN,False,
103.112.213.207,16.828828828828,16.8244,75.673217607312,75.7154,IN,True,4.5225737709780045
49.35.229.244,23.207207207207,20.6332,79.965871778665,82.0622,IN,False,
132.154.60.146,28.828828828828,28.6519,79.594317453282,77.2315,IN,False,
223.178.82.74,12.972972972972,13.0878,80.116972208664,80.2785,IN,True,21.64180173720064
103.186.222.69,28.666666666666,28.6654,77.396790733683,77.4391,IN,True,4.138132132568293
152.58.59.247,26.144144144144,22.7179,77.135058039391,75.8333,IN,False,
49.205.99.20,16.522522522522,16.5074,80.626526492208,80.6466,IN,True,2.7190021561414697
152.58.57.249,22.72072072072,22.7179,75.928179034547,75.8333,IN,True,9.752239226279965
47.11.235.72,22.486486486486,22.5626,88.396480916707,88.363,IN,True,9.105261394902335
157.51.33.102,13.099099099099,13.0878,80.287311707357,80.2785,IN,True,1.5734395343199676
152.58.98.245,26.882882882882,26.9196,75.733912413312,75.7878,IN,True,6.723749523488955
157.39.67.136,30.756756756756,30.912,76.781614787506,75.8538,IN,False,
49.37.105.135,26.342342342342,26.1844,91.019105216949,91.7458,IN,False,
223.228.254.254,25.765765765765,24.7969,85.010407028394,85.0038,IN,False,
223.187.96.90,29.351351351351,30.912,76.981144514481,75.8538,IN,False,
157.45.242.53,13.063063063063,12.9719,77.464084294537,77.5937,IN,True,17.30344044514972
223.231.236.127,20.936936936936,20.2724,85.192459192043,85.8338,IN,False,
157.38.148.122,25.423423423423,26.2684,71.141616189009,73.0059,IN,False,
42.110.247.41,22.666666666666,22.0605,88.336401218031,88.1098,IN,False,
49.42.85.119,28.288288288288,28.6519,76.526639248246,77.2315,IN,False,
157.51.157.71,12.666666666666,13.0878,78.597570329567,80.2785,IN,False,
157.45.210.129,12.972972972972,12.9719,77.713278142861,77.5937,IN,True,12.974378668332912
152.58.215.131,10.774774774774,11.0055,79.656626243202,76.9661,IN,False,
157.35.66.118,22.684684684684,25.5941,86.356077306639,85.1356,IN,False,
27.6.18.233,17.477477477477,17.384,78.318258680306,78.4564,IN,True,17.955975050434777
152.58.73.120,26.27027027027,26.9196,72.978987804037,75.7878,IN,False,
152.58.61.230,21.531531531531,23.0258,70.467040469376,72.5873,IN,False,
152.58.190.173,25.279279279279,25.5941,87.236951367882,85.1356,IN,False,
106.206.67.239,12.774774774774,12.2979,77.651861838655,76.6393,IN,False,
106.216.255.143,16.702702702702,19.0728,74.325041575999,72.8826,IN,False,
117.96.1.207,25.315315315315,26.8393,82.997410860134,80.9231,IN,False,
42.106.176.76,9.9459459459459,8.7274,78.092561236996,77.6838,IN,False,
157.34.16.92,22.792792792792,22.7179,75.28420685528,75.8333,IN,False,
47.15.160.173,26.81081081081,26.4652,82.731403384138,80.3498,IN,False,
49.34.218.68,22.954954954954,23.0258,73.671776475625,72.5873,IN,False,
223.237.81.7,22.324324324324,23.5158,87.319498606041,87.308,IN,False,
103.211.133.3,22.936936936936,22.5626,88.433492362805,88.363,IN,True,42.081805305716486
157.37.128.27,28.684684684684,28.6519,77.41010380626,77.2315,IN,True,17.8323386088511
106.221.237.87,28.594594594594,28.6519,77.405223661685,77.2315,IN,True,18.13682937281557
152.58.227.55,13.117117117117,13.0878,80.071182317894,80.2785,IN,True,22.71430101978637
152.59.90.118,30.378378378378,28.6519,76.754219922759,77.2315,IN,False,
117.99.205.217,17.387387387387,17.384,78.430646310947,78.4564,IN,True,2.76228995336641
223.188.114.177,27.891891891891,26.9295,76.285352497996,75.7962,IN,False,
106.216.245.255,17.675675675675,19.0728,75.907900679928,72.8826,IN,False,
117.99.3.218,28.684684684684,28.6519,77.553874229885,77.2315,IN,True,31.720339226887106
27.61.16.21,8.6666666666666,25.5941,76.82313403952,85.1356,IN,False,
223.189.21.147,19.081081081081,19.0728,72.868484790588,72.8826,IN,True,1.7455868538576338
117.99.27.149,29.585585585585,27.1833,80.225653231174,78.0167,IN,False,
152.58.17.67,18.504504504504,19.0728,73.949406090843,72.8826,IN,False,
157.32.43.117,22.324324324324,22.2994,73.178531399263,73.2081,IN,True,4.110870114600882
152.58.61.200,24.216216216216,23.0258,71.755647005877,72.5873,IN,False,
49.43.240.185,12.864864864864,12.9719,77.64268716721,77.5937,IN,True,12.979854380700784
152.58.31.71,20.342342342342,19.0728,79.479475524646,72.8826,IN,False,
157.38.138.61,29.261261261261,26.9196,73.691301817402,75.7878,IN,False,
157.49.179.179,11.495495495495,11.1154,76.470914765625,77.3546,IN,False,
157.34.141.234,22.738738738738,22.7005,75.879573043721,78.1952,IN,False,
106.222.19.229,21.657657657657,22.4729,72.098781729206,70.0667,IN,False,
157.44.214.97,8.3243243243243,9.9667,77.15521769802,76.2667,IN,False,
106.216.67.194,20.342342342342,20.2724,85.801706532288,85.8338,IN,True,8.437554181536454
157.51.194.108,12.468468468468,11.7338,78.333995952594,78.9592,IN,False,
157.38.252.253,25.909909909909,26.9196,73.676020592725,75.7878,IN,False,
49.42.89.16,29.387387387387,28.6519,76.967038985288,77.2315,IN,False,
106.221.60.29,25.279279279279,26.2579,83.032520865684,82.0727,IN,False,
47.31.216.200,28.612612612612,28.6519,77.069581545865,77.2315,IN,True,16.420496308527877
1.38.148.196,18.99099099099,19.0728,72.848018352967,72.8826,IN,True,9.760004104734556
47.11.195.59,21.945945945945,22.5626,87.862272178082,88.363,IN,False,
152.58.150.53,20.09009009009,20.2724,84.147066566695,85.8338,IN,False,
132.154.5.46,29.945945945945,28.6519,79.91171914672,77.2315,IN,False,
152.58.214.220,11.045045045045,11.0055,77.030448691653,76.9661,IN,True,8.281426548979564
106.211.244.168,10.972972972972,13.0878,77.195136217221,80.2785,IN,False,
152.59.67.31,28.648648648648,28.6519,79.457178529565,77.2315,IN,False,
42.104.130.201,11.243243243243,11.7338,78.864904506453,78.9592,IN,False,
157.38.133.216,26.162162162162,26.9196,75.781892435456,75.7878,IN,False,
223.187.17.57,15.981981981981,16.5074,79.974012077001,80.6466,IN,False,
223.238.232.71,21.225225225225,23.0258,72.832522402649,72.5873,IN,False,
117.99.195.20,17.477477477477,17.384,78.33714875717,78.4564,IN,True,16.356605109348425
51.159.146.34,16.81081081081,48.8534,96.144788902221,2.3488,FR,False,
152.58.35.165,22.432432432432,23.0258,69.843612147426,72.5873,IN,False,
106.208.42.111,12.846846846846,13.0878,80.058077185581,80.2785,IN,True,35.812516892412894
14.99.104.170,23.495495495495,22.6029,87.369835032989,88.2775,IN,False,
157.45.174.173,12.954954954954,12.9604,77.504277621658,77.5673,IN,True,6.864605490947215
106.195.42.232,11.261261261261,11.0055,77.216383146416,76.9661,IN,True,39.34325787850096
47.29.36.175,28.144144144144,26.0186,95.835770657589,89.9856,IN,False,
49.34.224.16,22.288288288288,23.0258,70.822904581886,72.5873,IN,False,
157.39.75.167,30.9009009009,30.912,75.910047904612,75.8538,IN,True,5.516155482264392
49.42.53.74,30.144144144144,30.3244,78.134042861233,78.0339,IN,True,22.186107088756863
117.99.17.2,29.441441441441,27.5955,77.690757205347,78.052,IN,False,
42.111.200.1,22.27027027027,22.2994,73.228107584913,73.2081,IN,True,3.8283392609675913
117.99.196.91,17.081081081081,17.384,78.187589066427,78.4564,IN,True,44.05935823823994
157.38.149.119,26.252252252252,26.2684,73.007845831284,73.0059,IN,True,1.7995700229795368
152.58.106.60,30.9009009009,30.912,75.86805064436,75.8538,IN,True,1.835793896167054
137.97.109.110,9.5675675675675,9.156,76.341163564855,76.7319,IN,False,
49.14.134.22,22.27027027027,23.0258,73.01393338033,72.5873,IN,False,
117.99.252.127,16.882882882882,19.0728,74.904009367739,72.8826,IN,False,
49.205.227.243,17.405405405405,17.384,78.419491722901,78.4564,IN,True,4.581859303253078
157.34.50.0,23.837837837837,22.7179,78.77403291257,75.8333,IN,False,
61.0.35.182,20.612612612612,20.3717,72.920470437651,72.9049,IN,True,26.72096728987068
49.207.194.182,12.972972972972,12.9719,77.713278142861,77.5937,IN,True,12.974378668332912
152.58.26.126,22.9009009009,22.7179,78.78659192808,75.8333,IN,False,
117.98.22.58,28.612612612612,28.6519,77.090106068247,77.2315,IN,True,14.495188835873462
106.194.231.116,19.153153153153,19.0728,72.843041268853,72.8826,IN,True,9.820328982016497
117.250.28.101,30.9009009009,28.6519,75.86805064436,77.2315,IN,False,
223.189.251.88,26.81081081081,25.8576,83.357238792851,83.8549,IN,False,
157.45.181.55,12.018018018018,12.9719,76.689884899498,77.5937,IN,False,
223.186.37.243,12.306306306306,13.9853,76.607115874036,74.5553,IN,False,
106.220.171.173,18.576576576576,17.2621,73.828543103484,74.1757,IN,False,
223.178.211.183,30.738738738738,30.7363,76.913994599906,76.7884,IN,True,12.030586104089062
152.59.194.211,14.738738738738,17.384,78.567158820152,78.4564,IN,False,
106.211.39.124,30.324324324324,29.9479,78.026890577249,78.1603,IN,True,43.66348657624558
157.49.171.211,11.009009009009,11.1154,77.277989631012,77.3546,IN,True,14.441843722062815
49.47.234.96,17.333333333333,17.384,78.577394547201,78.4564,IN,True,14.028853831848547
152.58.201.193,11.279279279279,9.9667,75.880001950385,76.2667,IN,False,
223.227.71.11,27.549549549549,27.5955,77.793935520792,78.052,IN,True,25.986898665837085
157.50.56.249,13.279279279279,12.9719,77.162263275815,77.5937,IN,False,
103.57.85.68,28.594594594594,28.6,77.117929618402,77.1333,IN,True,1.618402863974454
223.225.23.47,28.36036036036,28.6519,77.295185684861,77.2315,IN,True,32.90668987915826
152.58.221.89,10.81081081081,13.0878,78.748998231172,80.2785,IN,False,
157.45.194.230,12.954954954954,12.9719,77.652186548417,77.5937,IN,True,6.61693027629203
103.182.131.133,19.189189189189,19.0728,72.858971446702,72.8826,IN,True,13.121188985866809
157.48.191.9,14.342342342342,17.384,80.100088569999,78.4564,IN,False,
152.57.124.148,19.369369369369,18.5196,77.389231931149,73.8554,IN,False,
110.227.57.172,24.918918918918,22.7179,79.569709003638,75.8333,IN,False,
106.195.69.198,14.054054054054,17.384,78.735152967746,78.4564,IN,False,
49.37.195.34,10.99099099099,11.0055,76.942881454769,76.9661,IN,True,3.0024502981551744
106.206.204.80,25.261261261261,25.5941,87.841622720048,85.1356,IN,False,
157.44.135.77,10.612612612612,11.6087,76.204389804093,76.0834,IN,False,
152.58.231.26,14.936936936936,12.9719,75.357119403657,77.5937,IN,False,
223.238.118.106,26.486486486486,26.1844,92.76352617453,91.7458,IN,False,
157.32.202.3,21.207207207207,21.1959,72.84295850952,72.8302,IN,True,1.822692455983975
223.225.241.159,25.855855855855,26.4652,84.274185159614,80.3498,IN,False,
49.34.93.173,23.279279279279,23.0258,69.750504726476,72.5873,IN,False,
157.48.128.35,17.495495495495,17.384,78.401585977672,78.4564,IN,True,13.644637054582732
152.58.35.139,22.9009009009,23.0258,70.864901329552,72.5873,IN,False,
152.57.11.159,17.801801801801,18.5196,75.658585850368,73.8554,IN,False,
42.111.121.35,28.324324324324,28.6519,77.187093095696,77.2315,IN,True,36.56380407087492
106.208.39.152,17.459459459459,17.384,78.480502325422,78.4564,IN,True,8.735168078931215
106.77.164.246,17.351351351351,17.384,78.528480320255,78.4564,IN,True,8.469831177389004
110.226.165.222,26.918918918918,26.9196,75.616629828032,75.7878,IN,True,17.001759779431655
110.226.207.171,28.234234234234,27.1833,79.923655349261,78.0167,IN,False,
27.62.193.192,22.774774774774,22.7179,77.697422431168,75.8333,IN,False,
157.48.66.157,14.864864864864,17.384,79.843238727561,78.4564,IN,False,
157.45.89.250,14.252252252252,12.9719,76.331367363178,77.5937,IN,False,
152.59.198.206,17.225225225225,17.384,80.134737356679,78.4564,IN,False,
152.59.32.140,23.063063063063,23.0258,72.634170500967,72.5873,IN,True,6.332861518965273
45.112.243.187,23.081081081081,22.5626,87.587900809209,88.363,IN,False,
157.35.3.186,26.162162162162,25.5941,85.397661038524,85.1356,IN,False,
45.112.31.99,17.477477477477,17.4931,78.280478526577,78.302,IN,True,2.8660355711665964
152.58.155.244,26.9009009009,26.4652,83.989353994609,80.3498,IN,False,
152.58.61.32,21.207207207207,23.0258,72.823631643373,72.5873,IN,False,
157.44.154.185,11.387387387387,9.2667,75.76166427685,76.7833,IN,False,
152.58.186.47,23.333333333333,25.5941,85.379025491891,85.1356,IN,False,
42.105.237.52,27.585585585585,26.9196,76.823361641841,75.7878,IN,False,
157.38.96.30,27.135135135135,26.9196,75.964799436407,75.7878,IN,True,29.645292620123104
42.108.144.254,21.981981981981,22.5626,87.748547246056,88.363,IN,False,
152.58.235.12,16.324324324324,17.384,80.225184977286,78.4564,IN,False,
106.221.210.100,18.576576576576,19.0728,73.980610133563,72.8826,IN,False,
157.37.143.108,28.594594594594,28.6519,77.364181655502,77.2315,IN,True,14.445980764109324
47.29.175.177,26.378378378378,26.1844,92.515660884136,91.7458,IN,False,
157.32.35.99,22.612612612612,22.4729,70.305601921932,70.0667,IN,True,29.03917464361812
122.162.148.1,28.576576576576,28.6519,77.084198795332,77.2315,IN,True,16.649863088211124
152.58.132.72,25.387387387387,25.5941,85.918829333681,85.1356,IN,False,
157.42.213.251,23.675675675675,25.5941,85.542155838198,85.1356,IN,False,
152.58.140.114,22.9009009009,22.5626,88.488217945043,88.363,IN,True,39.61022231125908
49.14.125.37,21.171171171171,22.5525,72.960455466969,72.9552,IN,False,
106.205.142.26,32.612612612612,30.7363,74.738727972579,76.7884,IN,False,
106.197.45.70,11.153153153153,12.9247,77.316075114908,79.3333,IN,False,
152.58.141.222,23.981981981981,22.5626,88.623549751975,88.363,IN,False,
106.193.25.250,11.909909909909,12.2979,76.935445119901,76.6393,IN,False,
110.227.12.96,19.369369369369,18.5196,75.192844549096,73.8554,IN,False,
49.15.231.26,18.468468468468,19.0728,73.87686869671,72.8826,IN,False,
42.107.76.168,18.774774774774,18.5196,73.705580313814,73.8554,IN,True,32.3674395578945
110.227.48.165,23.045045045045,22.7179,74.425865366486,75.8333,IN,False,
60.243.2.198,12.972972972972,13.0878,80.246401889131,80.2785,IN,True,13.171894716640502
152.58.99.73,25.729729729729,26.9196,74.324044020955,75.7878,IN,False,
157.40.245.150,22.702702702702,22.5626,88.398690250843,88.363,IN,True,15.942720235715516
42.111.124.17,28.666666666666,28.6519,77.355720534302,77.2315,IN,True,12.253178913362143
110.226.229.179,26.396396396396,25.3167,80.340261865232,83.0104,IN,False,
157.34.135.58,23.747747747747,22.7179,75.550191054505,75.8333,IN,False,
112.79.112.134,26.702702702702,26.71,88.441251453326,88.4285,IN,True,1.504616317042079
157.47.0.28,17.495495495495,17.384,80.649727840647,78.4564,IN,False,
49.34.48.138,22.27027027027,23.0258,70.794309805568,72.5873,IN,False,
110.226.164.9,27.315315315315,26.9196,77.365398206426,75.7878,IN,False,
106.221.207.225,15.369369369369,12.9719,75.137578058884,77.5937,IN,False,
106.208.53.184,18.738738738738,17.384,79.49293850732,78.4564,IN,False,
152.58.71.15,25.477477477477,26.9196,74.606502037062,75.7878,IN,False,
152.58.190.171,22.81081081081,25.5941,86.103524552816,85.1356,IN,False,
157.33.224.164,21.171171171171,18.5196,79.104900604282,73.8554,IN,False,
106.193.16.71,12.288288288288,13.5528,76.675626599579,76.0116,IN,False,
152.58.212.104,10.558558558558,11.0055,76.92408936988,76.9661,IN,True,49.650643685849616
103.155.213.173,19.027027027027,19.0728,72.863804379579,72.8826,IN,True,5.439300865424399
152.58.166.66,19.855855855855,20.2724,82.949348759356,85.8338,IN,False,
49.34.93.194,23.027027027027,23.0258,72.614739382828,72.5873,IN,True,2.8158880886680486
223.227.115.73,10.936936936936,9.9399,76.158063825778,76.2602,IN,False,
157.45.75.76,13.333333333333,12.9719,78.216442436777,77.5937,IN,False,
152.58.99.216,26.918918918918,26.9196,75.818705268513,75.7878,IN,True,3.0706142598887607
106.76.224.87,17.495495495495,17.384,78.363802080816,78.4564,IN,True,15.780855210076648
223.187.76.162,16.486486486486,17.384,82.095956856848,78.4564,IN,False,
117.99.54.57,23.855855855855,23.0258,72.106286741301,72.5873,IN,False,
103.163.248.201,13.027027027027,13.0878,80.023460171673,80.2785,IN,True,28.466919083951016
42.105.86.203,28.612612612612,28.6519,77.192728680159,77.2315,IN,True,5.773370185528933
157.33.4.168,21.135135135135,21.1463,79.510635842745,79.0849,IN,True,44.23956731925192
106.196.31.227,12.648648648648,12.9719,76.911598058303,77.5937,IN,False,
223.182.202.29,11.135135135135,9.919,77.274558162068,78.1195,IN,False,
27.59.239.78,8.4504504504504,9.9399,76.943458655174,76.2602,IN,False,
157.51.195.141,11.153153153153,11.7338,77.738466974205,78.9592,IN,False,
157.47.27.182,16.99099099099,17.384,81.767281510986,78.4564,IN,False,
112.79.106.88,27.387387387387,26.4652,79.587048201367,80.3498,IN,False,
152.58.113.253,32.738738738738,34.0857,74.865747024921,74.8055,IN,False,
171.76.253.179,26.9009009009,26.8393,80.918297509841,80.9231,IN,True,6.8421334743432
42.106.92.106,11.045045045045,11.0055,76.920300290283,76.9661,IN,True,6.647058441312288
152.58.133.224,25.477477477477,25.5941,84.007160800962,85.1356,IN,False,
152.58.178.57,22.576576576576,22.5626,88.434648307978,88.363,IN,True,7.529441078771377
157.47.103.61,17.423423423423,17.384,78.578302971701,78.4564,IN,True,13.667942254739865
152.58.234.119,14.684684684684,17.384,77.597751046603,78.4564,IN,False,
103.70.147.161,27.477477477477,27.5035,77.682054845281,77.6722,IN,True,3.0435987949149754
117.209.218.36,18.594594594594,13.0878,84.235033166841,80.2785,IN,False,
106.206.203.79,26.252252252252,25.5941,85.845494011304,85.1356,IN,False,
157.41.253.198,20.522522522522,20.2724,85.575222436921,85.8338,IN,True,38.66895381294171
103.249.7.227,25.225225225225,22.5626,88.771610608753,88.363,IN,False,
47.11.211.67,22.72072072072,22.5626,88.820537707766,88.363,IN,False,
152.58.187.39,25.729729729729,25.5941,85.00462515852,85.1356,IN,True,19.9672694919583
171.76.241.190,26.45045045045,26.4652,82.974016647448,80.3498,IN,False,
223.225.21.10,28.504504504504,28.6519,77.195508532793,77.2315,IN,True,16.7108461263532
103.224.35.30,11.081081081081,11.0055,77.003201334648,76.9661,IN,True,9.29151460859541
157.45.89.137,12.918918918918,12.9719,77.622482614009,77.5937,IN,True,6.641454574579182
106.221.181.239,17.243243243243,17.384,78.897402336785,78.4564,IN,True,49.40205147436324
152.58.69.126,28.9009009009,27.1833,78.455812610435,78.0167,IN,False,
152.58.236.230,15.495495495495,17.384,80.063338611736,78.4564,IN,False,
157.38.193.112,25.207207207207,26.9196,73.384551348031,75.7878,IN,False,
103.164.211.176,26.774774774774,26.8393,80.929130778243,80.9231,IN,True,7.174526146644959
49.42.32.214,28.234234234234,28.6519,79.044249724896,77.2315,IN,False,
106.195.62.252,28.558558558558,28.6519,77.296654838189,77.2315,IN,True,12.150232655958716
152.58.41.245,22.216216216216,22.7179,82.152779963632,75.8333,IN,False,
106.78.87.67,15.477477477477,17.384,78.504593121812,78.4564,IN,False,
152.57.151.207,19.783783783783,18.5196,74.04612978817,73.8554,IN,False,
152.58.231.86,15.189189189189,12.9719,76.75337857021,77.5937,IN,False,
152.58.195.96,12.99099099099,12.9719,77.552490736924,77.5937,IN,True,4.944668697867999
152.58.101.9,23.567567567567,25.1825,74.306033721252,75.8391,IN,False,
152.58.25.237,22.162162162162,22.7179,76.070549739259,75.8333,IN,False,
152.58.196.121,15.585585585585,17.384,80.079648524669,78.4564,IN,False,
152.58.145.164,27.009009009009,26.1844,94.970565023407,91.7458,IN,False,
117.97.208.30,20.018018018018,21.5383,86.121976586843,84.7334,IN,False,
152.58.190.148,26.45045045045,25.5941,85.409101783112,85.1356,IN,False,
132.154.177.198,30.972972972972,30.912,76.534691473116,75.8538,IN,False,
157.45.206.176,12.918918918918,12.9719,77.511566944639,77.5937,IN,True,10.666809918462238
152.58.197.182,13.945945945945,17.384,78.419642449001,78.4564,IN,False,
117.96.21.43,24.27027027027,25.5941,86.016870941817,85.1356,IN,False,
49.36.170.200,27.135135135135,26.4652,81.937511545613,80.3498,IN,False,
117.98.4.120,26.468468468468,28.6519,74.633958650286,77.2315,IN,False,
103.70.159.222,19.207207207207,19.0728,73.134071535645,72.8826,IN,True,30.35227459649792
157.35.27.155,24.99099099099,25.5941,83.771057986493,85.1356,IN,False,
117.98.32.44,26.846846846846,26.8393,82.434609967638,80.9231,IN,False,
42.104.213.162,11.207207207207,11.0055,77.220283342654,76.9661,IN,True,35.622227574264194
42.111.114.44,19.189189189189,19.0728,72.973439587231,72.8826,IN,True,16.041358984608316
157.38.152.145,24.72072072072,25.1825,75.951405771488,75.8391,IN,False,
106.221.237.81,28.54054054054,28.6519,77.262920232196,77.2315,IN,True,12.718783032406192
157.38.229.168,26.828828828828,26.9196,75.778507899741,75.7878,IN,True,10.099878091914844
223.187.187.156,25.495495495495,25.2445,84.878117762095,86.9718,IN,False,
106.193.229.235,18.036036036036,19.0728,74.185888764857,72.8826,IN,False,
103.80.117.185,23.189189189189,19.0728,73.133724137318,72.8826,IN,False,
